@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_b {"TIN", "UNT"}

@data
' yyyy fuck no bitch we decided we both was gone steepppp',TIN
'liberals grasp at unproven straws  notplastic ',TIN
' funny human rights he is  pro abortion that settles it he lies pacified deceives playboy',TIN
'       is clearly racist and anti senior citizen how do you allow this conservatives will never take you seriously if you dont start being fair',TIN
' damn he fell victim to a little thing called tos much like the ones on his own site  ',UNT
'  if kavanaugh is confirmed there will be two sexual deviants sitting on the supreme court both conservatives and nominated by republicans democrats put women on the scotus and republicans put perverted men there for their lifetime stopkavanaugh stoptrump savescotus',TIN
'  liberals have no shame to them the outcome justifies the mean',TIN
' coming from a guy who worries more about straws than cleaning up failed shitty policiesnow he knows bestlol',TIN
'  popular side does not equal winning side facts are that private schools do a much better job educating students than public schools public school teachers get unfair perks that they do not deserve it is unfair to private school teachers',TIN
' how fucking sad persevering face',TIN
' i suppose you think the way liberals attacked sarah palin was courageous also you are just another hypocrite',TIN
'  all great american patriots are the dregs of society in the warped and delusional perspective of joe blow biden he is a disgrace to america',TIN
' what a joke  another dirty tricks democrat on the george soros payroll  the democrat party knows no shame  maga',TIN
' what the actual fuckill report them this is so fucked up',TIN
' he should leak that shit anyways lol',TIN
'        no other 1st world country has bullshit like this because they dont have bullshit problems like this  fuck the gun industry and fuck the dipshits enabling them preventing sensible gun control  ',TIN
'    yes  you are right not only lefties but neo liberals having any trouble this papers have proper journalistic ethics   its funny grinning squinting facegrinning squinting facegrinning squinting face and  magyar nemzet or népszabadság had highest circulation   its also funny  only in the communistic past before 1989  grinning squinting facegrinning squinting facegrinning squinting face ',TIN
' great gun control takes concentration and steady hand way to go girl ',TIN
' disgusting  that tells you more than anything that we need law n order and thats conservatives n kavanaugh',UNT
' you would never guess that this employee plays covet a fashion game on her ipad in her free time mobile phone  she has a strange phobia of dogsdog  she is amazingly weird she can jump over her foot while it is in ',TIN
' go back to canada you freak',TIN
'          yep bc not agreeing with forcing adult memes and choices on individuals not developed enough to comprehend them means i am homophobic',TIN
' he just does not fit the team now agholor should stay in the slot because that where he is successful jmatt is not an outside threat',TIN
' nike lost $375 billion after kaepernick was named face of just do it bullshit',TIN
' google go to hell',TIN
'   chicago has been ran by democrats for decades  why is it up to the gop to solve the problems they created to begin with  act is absolutely code for gun control and thats not happening nor would it help anyway  you need 1000 detectives  start hiring',UNT
' if only he were the craziest mf out there sadly  he is not there are far worse examples of good christians',TIN
' he is not working for texas he is paid by the soros cartel not fond of cruz but beto is a dangerous person just another dnc sheeple',TIN
' i want to kiss your ass',TIN
' beto also wants open borders so illegals can come an go as they please an also more gun control espically on semiautomatic weaponsbetonotfortexas',TIN
'     there is absolutely no point in debating a liberal your party has swung so far left and have nothing but hate all rationale has fleeted your side trump could create world peace and a utopian society and liberals would still resist for no other reason than your hatred',TIN
'  f hope since he is ‘not smarter than a 5th grader’ maybe she is',TIN
'100 agree with trump on this  surprised to see so many liberals talk about how cute he was sneaking candy at a war criminals funeral ',TIN
