@relation 'train-set'

@attribute 'Document Text' string
@attribute subtask_c {"OTH", "IND", "GRP"}

@data
'   not if its unwanted by the mother then the left flushes it down the toilet and goes to an antifa rally to celebrate',GRP
' ur head bout big as shit',IND
'   complete and utter waste of time liberals',GRP
' blame trump for the weather and the corruption that existed for decades in pr what an ass typical democratic',IND
'  that nigga snitched and added spice on top of his snitching',IND
'  far right bastards they are literally everywhere luckily we have far left extremists like antifa and jeremy corbyns supporters to act as a counter balance ',GRP
'    ben is a terrible person that probably raped some people  he is a vial human being in my book    has nothing to do with his on the field play  i do not like him personally',IND
' an idiot  where the fuck do they get these people',IND
' start by not tweeting pussy ass shit',IND
' i am so weak she really beat her ass',IND
' bird ass ',IND
'  i would name my dogs breed but i have no fucking clue what he is',IND
'  many arrests have taken place socialist media not covering of course the coming arrests will  make socialists heads explode wwg1wga maga drain the swamp build the wall',GRP
' at least brennan is smart enough to recognize that trump is a lion hes not smart enough to know that he cant hurt trump hurting trump is what that idiot fantasies about',IND
' holy shit of all people to say that a nebraska fan please take your dead program somewhere else and keep your vcr around to watch highlights from the 90s',OTH
' poor godless liberals',IND
' i had a man tell me their body count was 40+ but refused to be with a woman who had more than 5 what the fuck',IND
'  my dumbass was really thinking how in the hell is she been pregnant for the last 6 yearsloudly crying faceloudly crying face',GRP
' so you realize what a fool you are making of yourself with your weird obsession over susansarandon maybe do some research b4 spouting off nonsense',IND
'   liberals today r very different from classical liberals liberals today have gone so far left they r marxists youre burying your head in the sand if you think neo amp classical libs are the same trump is so authoritarian people can say what they want about him amp not be killed',IND
' and     is inciting violence towards trump supporters on lists to be targeted by antifa',GRP
'  aint nobody bitter here women who know their worth spending their life upgrading somebody son but actually living it and becoming their best versions for themselves you go look cute on your maid outfit  like you always do',GRP
' poorly worded but hes not talking about the actual shooting he means the aftermath with the gun control aspect',GRP
'  she is in witness protection i wish this cow had a mobile phone so she could call other cows and share her escape govegan',IND
' need more ladies to spread out their pussys  on cam smiling face with heart eyes',IND
' wow you really think this works i am going to tell my wife she is going to hell lol',IND
' how he is still batting',OTH
' antifa democrats are gonna pay so yuge in november it will be the final nail in the coffin  you are fruitcake trust funded fakenews journalism',IND
' good bitch the hood missed you face with tears of joy crazy thing is i just was saying how em smoke out by your house used to be lit everyday',IND
'  what dos this have to do with the nra california has lot and lots of worthless gun control laws already gun control does not work because crazy people do not obey the law',IND
' bitch i just posted about that kdksksks i hope you get better soon',IND
'   i know who she is but ive never seen her watch a benfica games this takes shit to a new level',IND
