@relation 'train-set'

@attribute id real
@attribute 'Document Text' string
@attribute subtask_a {"NOT", "OFF"}

@data
90912,' notice how everyone avoids this tweet index pointing upindex pointing up  they might think you are referring to them face with tears of joyface with tears of joy  but not me comrade i stalk everyone love you gesturelove you gesture',NOT
97936,' it is so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘liberals think all criminals should be free’  it reveals a pretty brutalist and impenetrable mind',OFF
12531,' what the fuck game are you watching',OFF
61448,' he is all grown uploudly crying faceloudly crying faceloudly crying face',NOT
23853,'health amp nature under threat from uk us  ',NOT
58454,'  why didnt kavanaugh need terms guilty people those are the ones that need terms  let me clue you in theyre worried that she is going to make a terrible impression and will not be believable theyre trying to manage that concern',NOT
63262,'   do not perpetuate colonialism if you are going to talk about puertorico you must have puerto ricans in the panel jeezuzfuckingchrist how difficult can that be diásporaenresistencia ',NOT
13136,'an anonymous message to antifa q qanon thegreatawakening commieclowns resistancerises resistance ',NOT
74670,' antifa has no place in society',NOT
45111,'  has two votes in our home  west texas is stoked about him  he is inspiring  he can do this',NOT
72024,' why why are liberals so trashy',OFF
11405,' grape',NOT
90605,' hello somebody need hyukjae now she is in danger by watching your fancams',NOT
28728,' he never did show much intelligence',NOT
98547,' yes i saw this and i will say tapper kept basket her and she kept coming back with stupid answers and he finally gave up i do not think he is a big fan of her policies he is not that stupid please',OFF
98382,' if you go by anything other than he or she you are fucked in the head',OFF
80430,' are you sure she wast just thinking about herself',NOT
68007,'  its a guy guy looks like a sheila qanon maga greatawakening  crocodile dundee ',NOT
88809,'   heres the problemif you go back to fast and furious you have proof that the atf was looking to influence gun control in the us it may be preposterous that the government would fake sandy hook isnt facilitating a drug war somewhat similar',NOT
71577,' all you need to know is he is empty inside',OFF
15863,' oh dear i am so sorry you are having migraine i have them as well sending up prayers for you red heartsmiling face with smiling eyesrose',NOT
11918,' my sister by far she is the kindest  sweetest person alive use to be my grandma but she passed in may that woman was a saint even had a song written about her  my moms a saint written by her children of course ',NOT
17391,' the liberals are mentally unstable',OFF
34443,'  who authorized a search warrant of mr jean home  racist what about her drug test this is premediated murder he will not be slandered he is the victim',OFF
87904,' what would this line putz know about what conservatives think',NOT
19732,' dude why r u trolling ash rock z beaming face with smiling eyes he is our guy just in a hurry to see bjp govt in state',NOT
52972,'  she is said before that she will always be praying for him even tho she ca not do anything i am sure she is heart broken as well at the events',NOT
20800,'   which one is it is there an active threat that you could be shot that is driving the need for gun control  or is the idea that the threat exists hypothetical so i have an excuse to carry a big scary gun',NOT
39866,' get a life',NOT
18348,' containers of hurricane donations found rotting in puerto rico parking lot ',NOT
61093,'           followed all fantastic maga patriots heavy heart exclamation look forward to you following back thank you  amp have a wonderful day united statesfolded handstwo hearts',NOT
75384,' the suicide rate in america is similar to other countries that have strict gun controlthey use other  the uk jumping from cliffs and bridges is a common method',NOT
68664,' are you joining antifa',NOT
90705,'  apparently durbin has amnesia',NOT
83290,'5 5 canada has regulated firearms since the last quarter of the 19th century those laws have probably contributed to canada having only 1 as many handguns in circulation as in the us  ',NOT
22185,'   i have heard he is making waves',OFF
13257,' it is anita hill versus clarence thomas all over again i hope this confirmation process has the same end result  maga smiling face with smiling eyesthumbs up medium light skin toneclapping hands medium light skin tonefolded hands medium light skin tonevictory hand medium light skin tonepolice officer light skin tonewoman pilot light skin toneunited statespuerto rico',NOT
90575,'  boi if you dont',NOT
37630,'3rd time in my teacher career that i have had a parent tell me that he she is praying for me i always consider that a win clapping hands light skin toneclapping hands light skin tone teacherlife prayalloftheprayers ',NOT
51377,' you are most welcome whysjamescryin',NOT
51635,'  funny watching these liberals all of a sudden do a 180 on being transparent  warner had no problems with leaks  now when the truth is out he has issues    its over  some people are in big trouble  warner is likely one of them',NOT
